incident_id,timestamp,service_name,environment,severity,incident_title,region,host,log_chunk
INC-301095,2025-01-05T03:15:00,pricing-service,qa,ERROR,pricing timeout,APAC,host-c,"2025-01-05 03:15:00 INFO  pricing-service Starting request correlationId=INC-301095
2025-01-05 03:15:00 WARN  pricing-service Timeout while calling pricing service after 2000ms
2025-01-05 03:15:02 ERROR pricing-service Request failed during downstream call
2025-01-05 03:15:02 INFO  gateway Response status=500 path=/api/resource"
INC-301096,2025-01-05T03:20:00,gateway,dev,ERROR,cache stampede,APAC,host-c,"Hi team,  2025-01-05 03:20:00 INFO  gateway Starting request correlationId=INC-301096
2025-01-05 03:20:00 WARN  gateway Cache miss burst caused latency spike
2025-01-05 03:20:02 ERROR gateway Request failed during downstream call
2025-01-05 03:20:02 INFO  gateway Response status=500 path=/api/resource
2025-01-05 03:20:03 INFO  retry-handler Retrying attempt=2
 Sent from mobile."
INC-301097,2025-01-05T03:25:00,notification-worker,dev,ERROR,null pointer in notification builder,US,host-a,"FYI - 2025-01-05 03:25:00 INFO  notification-worker Starting request correlationId=INC-301097
2025-01-05 03:25:00 WARN  notification-worker NullPointerException at NotificationComposer
2025-01-05 03:25:02 ERROR notification-worker Request failed during downstream call
2025-01-05 03:25:02 INFO  gateway Response status=500 path=/api/resource

This is affecting users."
INC-301098,2025-01-05T03:30:00,document-service,qa,WARN,s3 upload failure,MEA,host-b,"URGENT: 2025-01-05 03:30:00 INFO  DOCUMENT-SERVICE STARTING REQUEST CORRELATIONID=INC-301098
2025-01-05 03:30:00 WARN  DOCUMENT-SERVICE UPLOAD FAILED WITH 403 SIGNATURE MISMATCH
2025-01-05 03:30:02 ERROR DOCUMENT-SERVICE REQUEST FAILED DURING DOWNSTREAM CALL
2025-01-05 03:30:02 INFO  GATEWAY RESPONSE STATUS=500 PATH=/API/RESOURCE
 SENT FROM MOBILE."
INC-301099,2025-01-05T03:35:00,order-service,qa,ERROR,db connection pool exhausted,MEA,host-a,"2025-01-05 03:35:00 INFO  order-service Starting request correlationId=INC-301099
2025-01-05 03:35:00 WARN  order-service Failed to obtain JDBC connection
2025-01-05 03:35:02 ERROR order-service Request failed during downstream call
2025-01-05 03:35:02 INFO  gateway Response status=500 path=/api/resource
 Sent from mobile."
INC-301100,2025-01-05T03:40:00,gateway,prod,ERROR,cache stampede,US,host-b,"2025-01-05 03:40:00 INFO  GATEWAY STARTING REQUEST CORRELATIONID=INC-301100
2025-01-05 03:40:00 WARN  GATEWAY CACHE MISS BURST CAUSED LATENCY SPIKE
2025-01-05 03:40:02 ERROR GATEWAY REQUEST FAILED DURING DOWNSTREAM CALL
2025-01-05 03:40:02 INFO  GATEWAY RESPONSE STATUS=500 PATH=/API/RESOURCE"
INC-301101,2025-01-05T03:45:00,order-service,prod,ERROR,db connection pool exhausted,IN,host-d,"Please  help  -  2025-01-05  03:45:00  INFO    order-service  Starting  request  correlationId=INC-301101
2025-01-05  03:45:00  WARN    order-service  Failed  to  obtain  JDBC  connection
2025-01-05  03:45:02  ERROR  order-service  Request  failed  during  downstream  call
2025-01-05  03:45:02  INFO    gateway  Response  status=500  path=/api/resource
2025-01-05  03:45:03  INFO    retry-handler  Retrying  attempt=2      Thanks.    "
INC-301102,2025-01-05T03:50:00,notification-worker,prod,ERROR,null pointer in notification builder,IN,host-a,"FYI  -  2025-01-05  03:50:00  INFO    notification-worker  Starting  request  correlationId=INC-301102
2025-01-05  03:50:00  WARN    notification-worker  NullPointerException  at  NotificationComposer
2025-01-05  03:50:02  ERROR  notification-worker  Request  failed  during  downstream  call
2025-01-05  03:50:02  INFO    gateway  Response  status=500  path=/api/resource"
INC-301103,2025-01-05T03:55:00,document-service,qa,INFO,s3 upload failure,MEA,host-a,"Please help - 2025-01-05 03:55:00 INFO  document-service Starting request correlationId=INC-301103
2025-01-05 03:55:00 WARN  document-service Upload failed with 403 signature mismatch
2025-01-05 03:55:02 ERROR document-service Request failed during downstream call
2025-01-05 03:55:02 INFO  gateway Response status=500 path=/api/resource
2025-01-05 03:55:03 INFO  retry-handler Retrying attempt=2

This is affecting users."
INC-301104,2025-01-05T04:00:00,document-service,prod,INFO,s3 upload failure,IN,host-c,"Hi team,  2025-01-05 04:00:00 INFO  document-service Starting request correlationId=INC-301104
2025-01-05 04:00:00 WARN  document-service Upload failed with 403 signature mismatch
2025-01-05 04:00:02 ERROR document-service Request failed during downstream call
2025-01-05 04:00:02 INFO  gateway Response status=500 path=/api/resource

This is affecting users."
INC-301105,2025-01-05T04:05:00,notification-worker,dev,WARN,null pointer in notification builder,EU,host-c,"URGENT: 2025-01-05 04:05:00 INFO  notification-worker Starting request correlationId=INC-301105
2025-01-05 04:05:00 WARN  notification-worker NullPointerException at NotificationComposer
2025-01-05 04:05:02 ERROR notification-worker Request failed during downstream call
2025-01-05 04:05:02 INFO  gateway Response status=500 path=/api/resource

This is affecting users."
INC-301106,2025-01-05T04:10:00,notification-worker,qa,INFO,null pointer in notification builder,EU,host-a,"2025-01-05  04:10:00  INFO    notification-worker  Starting  request  correlationId=INC-301106
2025-01-05  04:10:00  WARN    notification-worker  NullPointerException  at  NotificationComposer
2025-01-05  04:10:02  ERROR  notification-worker  Request  failed  during  downstream  call
2025-01-05  04:10:02  INFO    gateway  Response  status=500  path=/api/resource
2025-01-05  04:10:03  INFO    retry-handler  Retrying  attempt=2

This  is  affecting  users."
INC-301107,2025-01-05T04:15:00,pricing-service,prod,WARN,pricing timeout,EU,host-d,"HI  TEAM,    2025-01-05  04:15:00  INFO    PRICING-SERVICE  STARTING  REQUEST  CORRELATIONID=INC-301107
2025-01-05  04:15:00  WARN    PRICING-SERVICE  TIMEOUT  WHILE  CALLING  PRICING  SERVICE  AFTER  2000MS
2025-01-05  04:15:02  ERROR  PRICING-SERVICE  REQUEST  FAILED  DURING  DOWNSTREAM  CALL
2025-01-05  04:15:02  INFO    GATEWAY  RESPONSE  STATUS=500  PATH=/API/RESOURCE

THIS  IS  AFFECTING  USERS."
INC-301108,2025-01-05T04:20:00,notification-worker,prod,WARN,null pointer in notification builder,US,host-a,"Please help - 2025-01-05 04:20:00 INFO  notification-worker Starting request correlationId=INC-301108
2025-01-05 04:20:00 WARN  notification-worker NullPointerException at NotificationComposer
2025-01-05 04:20:02 ERROR notification-worker Request failed during downstream call
2025-01-05 04:20:02 INFO  gateway Response status=500 path=/api/resource
2025-01-05 04:20:03 INFO  retry-handler Retrying attempt=2
 Sent from mobile."
INC-301109,2025-01-05T04:25:00,notification-worker,qa,ERROR,null pointer in notification builder,EU,host-b,"2025-01-05  04:25:00  INFO    notification-worker  Starting  request  correlationId=INC-301109
2025-01-05  04:25:00  WARN    notification-worker  NullPointerException  at  NotificationComposer
2025-01-05  04:25:02  ERROR  notification-worker  Request  failed  during  downstream  call
2025-01-05  04:25:02  INFO    gateway  Response  status=500  path=/api/resource      Thanks.    "
INC-301110,2025-01-05T04:30:00,notification-worker,prod,WARN,null pointer in notification builder,IN,host-d,"URGENT:  2025-01-05  04:30:00  INFO    NOTIFICATION-WORKER  STARTING  REQUEST  CORRELATIONID=INC-301110
2025-01-05  04:30:00  WARN    NOTIFICATION-WORKER  NULLPOINTEREXCEPTION  AT  NOTIFICATIONCOMPOSER
2025-01-05  04:30:02  ERROR  NOTIFICATION-WORKER  REQUEST  FAILED  DURING  DOWNSTREAM  CALL
2025-01-05  04:30:02  INFO    GATEWAY  RESPONSE  STATUS=500  PATH=/API/RESOURCE"
INC-301111,2025-01-05T04:35:00,notification-worker,qa,WARN,null pointer in notification builder,MEA,host-b,"Please help - 2025-01-05 04:35:00 INFO  notification-worker Starting request correlationId=INC-301111
2025-01-05 04:35:00 WARN  notification-worker NullPointerException at NotificationComposer
2025-01-05 04:35:02 ERROR notification-worker Request failed during downstream call
2025-01-05 04:35:02 INFO  gateway Response status=500 path=/api/resource   Thanks.  "
INC-301112,2025-01-05T04:40:00,gateway,prod,INFO,cache stampede,IN,host-b,"Hi  team,    2025-01-05  04:40:00  INFO    gateway  Starting  request  correlationId=INC-301112
2025-01-05  04:40:00  WARN    gateway  Cache  miss  burst  caused  latency  spike
2025-01-05  04:40:02  ERROR  gateway  Request  failed  during  downstream  call
2025-01-05  04:40:02  INFO    gateway  Response  status=500  path=/api/resource
  Sent  from  mobile."
INC-301113,2025-01-05T04:45:00,document-service,prod,ERROR,s3 upload failure,US,host-c,"Hi  team,    2025-01-05  04:45:00  INFO    document-service  Starting  request  correlationId=INC-301113
2025-01-05  04:45:00  WARN    document-service  Upload  failed  with  403  signature  mismatch
2025-01-05  04:45:02  ERROR  document-service  Request  failed  during  downstream  call
2025-01-05  04:45:02  INFO    gateway  Response  status=500  path=/api/resource
2025-01-05  04:45:03  INFO    retry-handler  Retrying  attempt=2
  Sent  from  mobile."
INC-301114,2025-01-05T04:50:00,document-service,qa,WARN,s3 upload failure,EU,host-a,"Hi team,  2025-01-05 04:50:00 INFO  document-service Starting request correlationId=INC-301114
2025-01-05 04:50:00 WARN  document-service Upload failed with 403 signature mismatch
2025-01-05 04:50:02 ERROR document-service Request failed during downstream call
2025-01-05 04:50:02 INFO  gateway Response status=500 path=/api/resource
2025-01-05 04:50:03 INFO  retry-handler Retrying attempt=2   Thanks.  "
INC-301115,2025-01-05T04:55:00,order-service,qa,INFO,db connection pool exhausted,APAC,host-a,"2025-01-05  04:55:00  INFO    order-service  Starting  request  correlationId=INC-301115
2025-01-05  04:55:00  WARN    order-service  Failed  to  obtain  JDBC  connection
2025-01-05  04:55:02  ERROR  order-service  Request  failed  during  downstream  call
2025-01-05  04:55:02  INFO    gateway  Response  status=500  path=/api/resource      Thanks.    "
INC-301116,2025-01-05T05:00:00,order-service,dev,INFO,db connection pool exhausted,US,host-c,"Hi team,  2025-01-05 05:00:00 INFO  order-service Starting request correlationId=INC-301116
2025-01-05 05:00:00 WARN  order-service Failed to obtain JDBC connection
2025-01-05 05:00:02 ERROR order-service Request failed during downstream call
2025-01-05 05:00:02 INFO  gateway Response status=500 path=/api/resource"
INC-301117,2025-01-05T05:05:00,document-service,qa,INFO,s3 upload failure,APAC,host-a,"FYI  -  2025-01-05  05:05:00  INFO    DOCUMENT-SERVICE  STARTING  REQUEST  CORRELATIONID=INC-301117
2025-01-05  05:05:00  WARN    DOCUMENT-SERVICE  UPLOAD  FAILED  WITH  403  SIGNATURE  MISMATCH
2025-01-05  05:05:02  ERROR  DOCUMENT-SERVICE  REQUEST  FAILED  DURING  DOWNSTREAM  CALL
2025-01-05  05:05:02  INFO    GATEWAY  RESPONSE  STATUS=500  PATH=/API/RESOURCE

THIS  IS  AFFECTING  USERS."
INC-301118,2025-01-05T05:10:00,pricing-service,qa,ERROR,pricing timeout,MEA,host-b,"URGENT:  2025-01-05  05:10:00  INFO    pricing-service  Starting  request  correlationId=INC-301118
2025-01-05  05:10:00  WARN    pricing-service  Timeout  while  calling  pricing  service  after  2000ms
2025-01-05  05:10:02  ERROR  pricing-service  Request  failed  during  downstream  call
2025-01-05  05:10:02  INFO    gateway  Response  status=500  path=/api/resource
  Sent  from  mobile."
INC-301119,2025-01-05T05:15:00,gateway,qa,INFO,cache stampede,IN,host-c,"FYI  -  2025-01-05  05:15:00  INFO    gateway  Starting  request  correlationId=INC-301119
2025-01-05  05:15:00  WARN    gateway  Cache  miss  burst  caused  latency  spike
2025-01-05  05:15:02  ERROR  gateway  Request  failed  during  downstream  call
2025-01-05  05:15:02  INFO    gateway  Response  status=500  path=/api/resource      Thanks.    "
INC-301120,2025-01-05T05:20:00,order-service,dev,ERROR,db connection pool exhausted,MEA,host-d,"URGENT: 2025-01-05 05:20:00 INFO  order-service Starting request correlationId=INC-301120
2025-01-05 05:20:00 WARN  order-service Failed to obtain JDBC connection
2025-01-05 05:20:02 ERROR order-service Request failed during downstream call
2025-01-05 05:20:02 INFO  gateway Response status=500 path=/api/resource
2025-01-05 05:20:03 INFO  retry-handler Retrying attempt=2

This is affecting users."
INC-301121,2025-01-05T05:25:00,pricing-service,dev,ERROR,pricing timeout,MEA,host-b,"2025-01-05 05:25:00 INFO  pricing-service Starting request correlationId=INC-301121
2025-01-05 05:25:00 WARN  pricing-service Timeout while calling pricing service after 2000ms
2025-01-05 05:25:02 ERROR pricing-service Request failed during downstream call
2025-01-05 05:25:02 INFO  gateway Response status=500 path=/api/resource   Thanks.  "
INC-301122,2025-01-05T05:30:00,document-service,prod,ERROR,s3 upload failure,MEA,host-a,"Please  help  -  2025-01-05  05:30:00  INFO    document-service  Starting  request  correlationId=INC-301122
2025-01-05  05:30:00  WARN    document-service  Upload  failed  with  403  signature  mismatch
2025-01-05  05:30:02  ERROR  document-service  Request  failed  during  downstream  call
2025-01-05  05:30:02  INFO    gateway  Response  status=500  path=/api/resource"
INC-301123,2025-01-05T05:35:00,pricing-service,qa,WARN,pricing timeout,APAC,host-c,"2025-01-05 05:35:00 INFO  pricing-service Starting request correlationId=INC-301123
2025-01-05 05:35:00 WARN  pricing-service Timeout while calling pricing service after 2000ms
2025-01-05 05:35:02 ERROR pricing-service Request failed during downstream call
2025-01-05 05:35:02 INFO  gateway Response status=500 path=/api/resource   Thanks.  "
INC-301124,2025-01-05T05:40:00,pricing-service,prod,ERROR,pricing timeout,US,host-b,"URGENT: 2025-01-05 05:40:00 INFO  PRICING-SERVICE STARTING REQUEST CORRELATIONID=INC-301124
2025-01-05 05:40:00 WARN  PRICING-SERVICE TIMEOUT WHILE CALLING PRICING SERVICE AFTER 2000MS
2025-01-05 05:40:02 ERROR PRICING-SERVICE REQUEST FAILED DURING DOWNSTREAM CALL
2025-01-05 05:40:02 INFO  GATEWAY RESPONSE STATUS=500 PATH=/API/RESOURCE
2025-01-05 05:40:03 INFO  RETRY-HANDLER RETRYING ATTEMPT=2"
INC-301125,2025-01-05T05:45:00,gateway,prod,WARN,cache stampede,EU,host-c,"URGENT: 2025-01-05 05:45:00 INFO  gateway Starting request correlationId=INC-301125
2025-01-05 05:45:00 WARN  gateway Cache miss burst caused latency spike
2025-01-05 05:45:02 ERROR gateway Request failed during downstream call
2025-01-05 05:45:02 INFO  gateway Response status=500 path=/api/resource
 Sent from mobile."
INC-301126,2025-01-05T05:50:00,gateway,qa,INFO,cache stampede,EU,host-b,"PLEASE HELP - 2025-01-05 05:50:00 INFO  GATEWAY STARTING REQUEST CORRELATIONID=INC-301126
2025-01-05 05:50:00 WARN  GATEWAY CACHE MISS BURST CAUSED LATENCY SPIKE
2025-01-05 05:50:02 ERROR GATEWAY REQUEST FAILED DURING DOWNSTREAM CALL
2025-01-05 05:50:02 INFO  GATEWAY RESPONSE STATUS=500 PATH=/API/RESOURCE
 SENT FROM MOBILE."
INC-301127,2025-01-05T05:55:00,pricing-service,dev,INFO,pricing timeout,EU,host-c,"Please  help  -  2025-01-05  05:55:00  INFO    pricing-service  Starting  request  correlationId=INC-301127
2025-01-05  05:55:00  WARN    pricing-service  Timeout  while  calling  pricing  service  after  2000ms
2025-01-05  05:55:02  ERROR  pricing-service  Request  failed  during  downstream  call
2025-01-05  05:55:02  INFO    gateway  Response  status=500  path=/api/resource

This  is  affecting  users."
INC-301128,2025-01-05T06:00:00,document-service,qa,ERROR,s3 upload failure,US,host-b,"2025-01-05 06:00:00 INFO  document-service Starting request correlationId=INC-301128
2025-01-05 06:00:00 WARN  document-service Upload failed with 403 signature mismatch
2025-01-05 06:00:02 ERROR document-service Request failed during downstream call
2025-01-05 06:00:02 INFO  gateway Response status=500 path=/api/resource"
INC-301129,2025-01-05T06:05:00,order-service,qa,INFO,db connection pool exhausted,APAC,host-d,"URGENT: 2025-01-05 06:05:00 INFO  order-service Starting request correlationId=INC-301129
2025-01-05 06:05:00 WARN  order-service Failed to obtain JDBC connection
2025-01-05 06:05:02 ERROR order-service Request failed during downstream call
2025-01-05 06:05:02 INFO  gateway Response status=500 path=/api/resource
2025-01-05 06:05:03 INFO  retry-handler Retrying attempt=2   Thanks.  "
INC-301130,2025-01-05T06:10:00,order-service,prod,WARN,db connection pool exhausted,IN,host-d,"Hi  team,    2025-01-05  06:10:00  INFO    order-service  Starting  request  correlationId=INC-301130
2025-01-05  06:10:00  WARN    order-service  Failed  to  obtain  JDBC  connection
2025-01-05  06:10:02  ERROR  order-service  Request  failed  during  downstream  call
2025-01-05  06:10:02  INFO    gateway  Response  status=500  path=/api/resource"
INC-301131,2025-01-05T06:15:00,gateway,dev,ERROR,cache stampede,MEA,host-b,"2025-01-05 06:15:00 INFO  gateway Starting request correlationId=INC-301131
2025-01-05 06:15:00 WARN  gateway Cache miss burst caused latency spike
2025-01-05 06:15:02 ERROR gateway Request failed during downstream call
2025-01-05 06:15:02 INFO  gateway Response status=500 path=/api/resource
2025-01-05 06:15:03 INFO  retry-handler Retrying attempt=2
 Sent from mobile."
INC-301132,2025-01-05T06:20:00,notification-worker,prod,ERROR,null pointer in notification builder,IN,host-a,"PLEASE  HELP  -  2025-01-05  06:20:00  INFO    NOTIFICATION-WORKER  STARTING  REQUEST  CORRELATIONID=INC-301132
2025-01-05  06:20:00  WARN    NOTIFICATION-WORKER  NULLPOINTEREXCEPTION  AT  NOTIFICATIONCOMPOSER
2025-01-05  06:20:02  ERROR  NOTIFICATION-WORKER  REQUEST  FAILED  DURING  DOWNSTREAM  CALL
2025-01-05  06:20:02  INFO    GATEWAY  RESPONSE  STATUS=500  PATH=/API/RESOURCE
2025-01-05  06:20:03  INFO    RETRY-HANDLER  RETRYING  ATTEMPT=2      THANKS.    "
INC-301133,2025-01-05T06:25:00,gateway,dev,ERROR,cache stampede,EU,host-d,"2025-01-05 06:25:00 INFO  gateway Starting request correlationId=INC-301133
2025-01-05 06:25:00 WARN  gateway Cache miss burst caused latency spike
2025-01-05 06:25:02 ERROR gateway Request failed during downstream call
2025-01-05 06:25:02 INFO  gateway Response status=500 path=/api/resource"
INC-301134,2025-01-05T06:30:00,pricing-service,qa,WARN,pricing timeout,APAC,host-d,"URGENT:  2025-01-05  06:30:00  INFO    pricing-service  Starting  request  correlationId=INC-301134
2025-01-05  06:30:00  WARN    pricing-service  Timeout  while  calling  pricing  service  after  2000ms
2025-01-05  06:30:02  ERROR  pricing-service  Request  failed  during  downstream  call
2025-01-05  06:30:02  INFO    gateway  Response  status=500  path=/api/resource"
INC-301135,2025-01-05T06:35:00,gateway,qa,ERROR,cache stampede,US,host-b,"Please help - 2025-01-05 06:35:00 INFO  gateway Starting request correlationId=INC-301135
2025-01-05 06:35:00 WARN  gateway Cache miss burst caused latency spike
2025-01-05 06:35:02 ERROR gateway Request failed during downstream call
2025-01-05 06:35:02 INFO  gateway Response status=500 path=/api/resource   Thanks.  "
INC-301136,2025-01-05T06:40:00,gateway,qa,INFO,cache stampede,US,host-c,"URGENT: 2025-01-05 06:40:00 INFO  gateway Starting request correlationId=INC-301136
2025-01-05 06:40:00 WARN  gateway Cache miss burst caused latency spike
2025-01-05 06:40:02 ERROR gateway Request failed during downstream call
2025-01-05 06:40:02 INFO  gateway Response status=500 path=/api/resource
2025-01-05 06:40:03 INFO  retry-handler Retrying attempt=2"
INC-301137,2025-01-05T06:45:00,gateway,prod,WARN,cache stampede,EU,host-d,"Please help - 2025-01-05 06:45:00 INFO  gateway Starting request correlationId=INC-301137
2025-01-05 06:45:00 WARN  gateway Cache miss burst caused latency spike
2025-01-05 06:45:02 ERROR gateway Request failed during downstream call
2025-01-05 06:45:02 INFO  gateway Response status=500 path=/api/resource
 Sent from mobile."
INC-301138,2025-01-05T06:50:00,notification-worker,dev,ERROR,null pointer in notification builder,MEA,host-a,"URGENT:  2025-01-05  06:50:00  INFO    NOTIFICATION-WORKER  STARTING  REQUEST  CORRELATIONID=INC-301138
2025-01-05  06:50:00  WARN    NOTIFICATION-WORKER  NULLPOINTEREXCEPTION  AT  NOTIFICATIONCOMPOSER
2025-01-05  06:50:02  ERROR  NOTIFICATION-WORKER  REQUEST  FAILED  DURING  DOWNSTREAM  CALL
2025-01-05  06:50:02  INFO    GATEWAY  RESPONSE  STATUS=500  PATH=/API/RESOURCE
  SENT  FROM  MOBILE."
INC-301139,2025-01-05T06:55:00,notification-worker,dev,WARN,null pointer in notification builder,APAC,host-c,"FYI - 2025-01-05 06:55:00 INFO  notification-worker Starting request correlationId=INC-301139
2025-01-05 06:55:00 WARN  notification-worker NullPointerException at NotificationComposer
2025-01-05 06:55:02 ERROR notification-worker Request failed during downstream call
2025-01-05 06:55:02 INFO  gateway Response status=500 path=/api/resource"
INC-301140,2025-01-05T07:00:00,gateway,qa,ERROR,cache stampede,IN,host-b,"Hi  team,    2025-01-05  07:00:00  INFO    gateway  Starting  request  correlationId=INC-301140
2025-01-05  07:00:00  WARN    gateway  Cache  miss  burst  caused  latency  spike
2025-01-05  07:00:02  ERROR  gateway  Request  failed  during  downstream  call
2025-01-05  07:00:02  INFO    gateway  Response  status=500  path=/api/resource
2025-01-05  07:00:03  INFO    retry-handler  Retrying  attempt=2      Thanks.    "
INC-301141,2025-01-05T07:05:00,notification-worker,qa,WARN,null pointer in notification builder,APAC,host-c,"FYI - 2025-01-05 07:05:00 INFO  notification-worker Starting request correlationId=INC-301141
2025-01-05 07:05:00 WARN  notification-worker NullPointerException at NotificationComposer
2025-01-05 07:05:02 ERROR notification-worker Request failed during downstream call
2025-01-05 07:05:02 INFO  gateway Response status=500 path=/api/resource

This is affecting users."
INC-301142,2025-01-05T07:10:00,document-service,prod,WARN,s3 upload failure,EU,host-c,"2025-01-05  07:10:00  INFO    document-service  Starting  request  correlationId=INC-301142
2025-01-05  07:10:00  WARN    document-service  Upload  failed  with  403  signature  mismatch
2025-01-05  07:10:02  ERROR  document-service  Request  failed  during  downstream  call
2025-01-05  07:10:02  INFO    gateway  Response  status=500  path=/api/resource

This  is  affecting  users."
INC-301143,2025-01-05T07:15:00,document-service,prod,ERROR,s3 upload failure,IN,host-c,"Hi team,  2025-01-05 07:15:00 INFO  document-service Starting request correlationId=INC-301143
2025-01-05 07:15:00 WARN  document-service Upload failed with 403 signature mismatch
2025-01-05 07:15:02 ERROR document-service Request failed during downstream call
2025-01-05 07:15:02 INFO  gateway Response status=500 path=/api/resource
2025-01-05 07:15:03 INFO  retry-handler Retrying attempt=2
 Sent from mobile."
INC-301144,2025-01-05T07:20:00,order-service,prod,INFO,db connection pool exhausted,EU,host-b,"FYI - 2025-01-05 07:20:00 INFO  order-service Starting request correlationId=INC-301144
2025-01-05 07:20:00 WARN  order-service Failed to obtain JDBC connection
2025-01-05 07:20:02 ERROR order-service Request failed during downstream call
2025-01-05 07:20:02 INFO  gateway Response status=500 path=/api/resource
2025-01-05 07:20:03 INFO  retry-handler Retrying attempt=2   Thanks.  "
INC-301145,2025-01-05T07:25:00,document-service,dev,INFO,s3 upload failure,MEA,host-c,"URGENT: 2025-01-05 07:25:00 INFO  document-service Starting request correlationId=INC-301145
2025-01-05 07:25:00 WARN  document-service Upload failed with 403 signature mismatch
2025-01-05 07:25:02 ERROR document-service Request failed during downstream call
2025-01-05 07:25:02 INFO  gateway Response status=500 path=/api/resource
2025-01-05 07:25:03 INFO  retry-handler Retrying attempt=2

This is affecting users."
INC-301146,2025-01-05T07:30:00,order-service,prod,ERROR,db connection pool exhausted,IN,host-b,"PLEASE HELP - 2025-01-05 07:30:00 INFO  ORDER-SERVICE STARTING REQUEST CORRELATIONID=INC-301146
2025-01-05 07:30:00 WARN  ORDER-SERVICE FAILED TO OBTAIN JDBC CONNECTION
2025-01-05 07:30:02 ERROR ORDER-SERVICE REQUEST FAILED DURING DOWNSTREAM CALL
2025-01-05 07:30:02 INFO  GATEWAY RESPONSE STATUS=500 PATH=/API/RESOURCE   THANKS.  "
INC-301147,2025-01-05T07:35:00,document-service,qa,ERROR,s3 upload failure,US,host-a,"FYI - 2025-01-05 07:35:00 INFO  document-service Starting request correlationId=INC-301147
2025-01-05 07:35:00 WARN  document-service Upload failed with 403 signature mismatch
2025-01-05 07:35:02 ERROR document-service Request failed during downstream call
2025-01-05 07:35:02 INFO  gateway Response status=500 path=/api/resource
 Sent from mobile."
INC-301148,2025-01-05T07:40:00,gateway,dev,WARN,cache stampede,APAC,host-d,"Hi team,  2025-01-05 07:40:00 INFO  gateway Starting request correlationId=INC-301148
2025-01-05 07:40:00 WARN  gateway Cache miss burst caused latency spike
2025-01-05 07:40:02 ERROR gateway Request failed during downstream call
2025-01-05 07:40:02 INFO  gateway Response status=500 path=/api/resource"
INC-301149,2025-01-05T07:45:00,order-service,prod,INFO,db connection pool exhausted,MEA,host-b,"FYI - 2025-01-05 07:45:00 INFO  order-service Starting request correlationId=INC-301149
2025-01-05 07:45:00 WARN  order-service Failed to obtain JDBC connection
2025-01-05 07:45:02 ERROR order-service Request failed during downstream call
2025-01-05 07:45:02 INFO  gateway Response status=500 path=/api/resource   Thanks.  "
INC-301150,2025-01-05T07:50:00,pricing-service,prod,INFO,pricing timeout,EU,host-a,"Please help - 2025-01-05 07:50:00 INFO  pricing-service Starting request correlationId=INC-301150
2025-01-05 07:50:00 WARN  pricing-service Timeout while calling pricing service after 2000ms
2025-01-05 07:50:02 ERROR pricing-service Request failed during downstream call
2025-01-05 07:50:02 INFO  gateway Response status=500 path=/api/resource   Thanks.  "
INC-301151,2025-01-05T07:55:00,notification-worker,qa,INFO,null pointer in notification builder,APAC,host-a,"URGENT: 2025-01-05 07:55:00 INFO  notification-worker Starting request correlationId=INC-301151
2025-01-05 07:55:00 WARN  notification-worker NullPointerException at NotificationComposer
2025-01-05 07:55:02 ERROR notification-worker Request failed during downstream call
2025-01-05 07:55:02 INFO  gateway Response status=500 path=/api/resource"
INC-301152,2025-01-05T08:00:00,order-service,prod,WARN,db connection pool exhausted,APAC,host-d,"Hi team,  2025-01-05 08:00:00 INFO  order-service Starting request correlationId=INC-301152
2025-01-05 08:00:00 WARN  order-service Failed to obtain JDBC connection
2025-01-05 08:00:02 ERROR order-service Request failed during downstream call
2025-01-05 08:00:02 INFO  gateway Response status=500 path=/api/resource"
INC-301153,2025-01-05T08:05:00,document-service,prod,WARN,s3 upload failure,US,host-c,"Hi team,  2025-01-05 08:05:00 INFO  document-service Starting request correlationId=INC-301153
2025-01-05 08:05:00 WARN  document-service Upload failed with 403 signature mismatch
2025-01-05 08:05:02 ERROR document-service Request failed during downstream call
2025-01-05 08:05:02 INFO  gateway Response status=500 path=/api/resource"
INC-301154,2025-01-05T08:10:00,notification-worker,qa,INFO,null pointer in notification builder,EU,host-d,"URGENT: 2025-01-05 08:10:00 INFO  NOTIFICATION-WORKER STARTING REQUEST CORRELATIONID=INC-301154
2025-01-05 08:10:00 WARN  NOTIFICATION-WORKER NULLPOINTEREXCEPTION AT NOTIFICATIONCOMPOSER
2025-01-05 08:10:02 ERROR NOTIFICATION-WORKER REQUEST FAILED DURING DOWNSTREAM CALL
2025-01-05 08:10:02 INFO  GATEWAY RESPONSE STATUS=500 PATH=/API/RESOURCE   THANKS.  "
INC-301155,2025-01-05T08:15:00,notification-worker,dev,INFO,null pointer in notification builder,MEA,host-c,"URGENT: 2025-01-05 08:15:00 INFO  notification-worker Starting request correlationId=INC-301155
2025-01-05 08:15:00 WARN  notification-worker NullPointerException at NotificationComposer
2025-01-05 08:15:02 ERROR notification-worker Request failed during downstream call
2025-01-05 08:15:02 INFO  gateway Response status=500 path=/api/resource

This is affecting users."
