requirement_id,received_at,source,product_area,requester_role,raw_requirement_text,business_context,delivery_window,priority_hint
REQ-201024,2025-02-13T00:00:00,notion,identity,ops lead,"We need self-service onboarding for identity. Users should be able to search history, retry failed jobs, and export CSV. Admins want failure reasons. Keep v1 simple and web-first. Thanks.",URGENT: Needed for enterprise rollout next quarter.,2 weeks,low
REQ-201025,2025-02-13T01:00:00,meeting_notes,analytics,engineering manager,"Please help - We need audit export for analytics. Users should be able to filter pending items, view SLA metrics, and comment on review. Admins want approval bottlenecks. Keep v1 simple and web-first. Sent from mobile.",Urgent: Needed For Enterprise Rollout Next Quarter. This Is Affecting Users.,next quarter,high
REQ-201026,2025-02-13T02:00:00,slack,payments,product manager,FYI - Please plan a first release for renewal reminder flow. Primary need: view SLA metrics. Secondary need: search history. Nice to have: assign approvers. Need visibility for failure reasons.,URGENT: Needed for enterprise rollout next quarter.,TBD,medium
REQ-201027,2025-02-13T03:00:00,notion,identity,product manager,Please help - Client asked for self-service onboarding in identity. The system must support search history. It should also allow comment on review. Reporting should include daily trend charts.,Please Help - Needed For Enterprise Rollout Next Quarter. Sent From Mobile.,2 weeks,low
REQ-201028,2025-02-13T04:00:00,crm_sync,identity,engineering manager,"Hi team, Client asked for self-service onboarding in identity. The system must support track status. It should also allow search history. Reporting should include user-level activity report. Thanks.",Please help - Leadership wants better visibility before scale-up. Sent from mobile.,next quarter,high
REQ-201029,2025-02-13T05:00:00,slack,analytics,product manager,"We need approval workflow for analytics. Users should be able to track status, filter pending items, and upload documents. Admins want failure reasons. Keep v1 simple and web-first. Sent from mobile.",Needed for enterprise rollout next quarter. Sent from mobile.,1 month,high
REQ-201030,2025-02-13T06:00:00,slack,inventory,engineering manager,Please Plan A First Release For Exception Dashboard. Primary Need: Comment On Review. Secondary Need: Export Csv. Nice To Have: Track Status. Need Visibility For Failure Reasons. Sent From Mobile.,FYI - Needed for enterprise rollout next quarter. Thanks.,1 month,high
REQ-201031,2025-02-13T07:00:00,meeting_notes,document workflow,product manager,URGENT: Please plan a first release for audit export. Primary need: search history. Secondary need: send alerts. Nice to have: upload documents. Need visibility for approval bottlenecks. Thanks.,FYI - Support team gets repeated complaints. Sent from mobile.,TBD,high
REQ-201032,2025-02-13T08:00:00,notion,document workflow,sales engineer,FYI - Please plan a first release for renewal reminder flow. Primary need: retry failed jobs. Secondary need: track status. Nice to have: assign approvers. Need visibility for pending queues and turnaround time. This is affecting users.,FYI - Leadership wants better visibility before scale-up.,1 month,high
REQ-201033,2025-02-13T09:00:00,email,payments,sales engineer,FYI - Client asked for self-service onboarding in payments. The system must support upload documents. It should also allow retry failed jobs. Reporting should include pending queues and turnaround time.,Needed for enterprise rollout next quarter. Sent from mobile.,2 weeks,medium
REQ-201034,2025-02-13T10:00:00,crm_sync,payments,ops lead,FYI - Client asked for renewal reminder flow in payments. The system must support comment on review. It should also allow upload documents. Reporting should include user-level activity report.,Leadership wants better visibility before scale-up. Sent from mobile.,TBD,high
REQ-201035,2025-02-13T11:00:00,meeting_notes,analytics,engineering manager,"Fyi - We Need Audit Export For Analytics. Users Should Be Able To Send Alerts, Export Csv, And Upload Documents. Admins Want User-Level Activity Report. Keep V1 Simple And Web-First. Sent From Mobile.",FYI - Needed for enterprise rollout next quarter. Thanks.,next quarter,low
REQ-201036,2025-02-13T12:00:00,crm_sync,document workflow,engineering manager,"Hi team, Please plan a first release for audit export. Primary need: export CSV. Secondary need: search history. Nice to have: upload documents. Need visibility for failure reasons. Sent from mobile.",URGENT: Current manual process is slow and error-prone.,2 weeks,medium
REQ-201037,2025-02-13T13:00:00,meeting_notes,inventory,product manager,"We need self-service onboarding for inventory. Users should be able to retry failed jobs, search history, and view SLA metrics. Admins want approval bottlenecks. Keep v1 simple and web-first. This is affecting users.",Please help - Support team gets repeated complaints.,TBD,low
REQ-201038,2025-02-13T14:00:00,email,inventory,ops lead,URGENT: Client asked for self-service onboarding in inventory. The system must support view SLA metrics. It should also allow send alerts. Reporting should include approval bottlenecks. Sent from mobile.,FYI - Support team gets repeated complaints. Thanks.,1 month,medium
REQ-201039,2025-02-13T15:00:00,notion,identity,ops lead,Client asked for renewal reminder flow in identity. The system must support view SLA metrics. It should also allow upload documents. Reporting should include failure reasons. Thanks.,Urgent: Needed For Enterprise Rollout Next Quarter.,next quarter,medium
REQ-201040,2025-02-13T16:00:00,meeting_notes,inventory,engineering manager,URGENT: Please plan a first release for exception dashboard. Primary need: comment on review. Secondary need: send alerts. Nice to have: upload documents. Need visibility for user-level activity report.,Support team gets repeated complaints. Sent from mobile.,1 month,low
REQ-201041,2025-02-13T17:00:00,notion,notifications,product manager,"We need exception dashboard for notifications. Users should be able to assign approvers, retry failed jobs, and filter pending items. Admins want user-level activity report. Keep v1 simple and web-first. Thanks.",Needed for enterprise rollout next quarter. Sent from mobile.,next quarter,low
REQ-201042,2025-02-13T18:00:00,email,inventory,sales engineer,Please plan a first release for renewal reminder flow. Primary need: track status. Secondary need: send alerts. Nice to have: view SLA metrics. Need visibility for user-level activity report. This is affecting users.,"Hi team, Needed for enterprise rollout next quarter.",2 weeks,medium
REQ-201043,2025-02-13T19:00:00,slack,notifications,sales engineer,"FYI - We need exception dashboard for notifications. Users should be able to upload documents, search history, and filter pending items. Admins want user-level activity report. Keep v1 simple and web-first. Thanks.",Please help - Leadership wants better visibility before scale-up. Thanks.,next quarter,medium
REQ-201044,2025-02-13T20:00:00,notion,identity,client stakeholder,"Hi Team, Please Plan A First Release For Bulk Upload. Primary Need: Comment On Review. Secondary Need: Send Alerts. Nice To Have: Upload Documents. Need Visibility For Daily Trend Charts.","Hi team, Leadership wants better visibility before scale-up. Sent from mobile.",1 month,high
REQ-201045,2025-02-13T21:00:00,meeting_notes,payments,ops lead,FYI - Please plan a first release for approval workflow. Primary need: comment on review. Secondary need: send alerts. Nice to have: search history. Need visibility for pending queues and turnaround time.,FYI - Leadership wants better visibility before scale-up. This is affecting users.,1 month,medium
REQ-201046,2025-02-13T22:00:00,crm_sync,notifications,ops lead,Urgent: Please Plan A First Release For Exception Dashboard. Primary Need: Send Alerts. Secondary Need: Track Status. Nice To Have: Search History. Need Visibility For User-Level Activity Report. Sent From Mobile.,FYI - Needed for enterprise rollout next quarter. This is affecting users.,TBD,medium
REQ-201047,2025-02-13T23:00:00,meeting_notes,document workflow,product manager,"Hi team, Client asked for renewal reminder flow in document workflow. The system must support retry failed jobs. It should also allow comment on review. Reporting should include daily trend charts. Thanks.","Hi team, Current manual process is slow and error-prone. Thanks.",1 month,low
REQ-201048,2025-02-14T00:00:00,crm_sync,identity,client stakeholder,Please Help - Client Asked For Renewal Reminder Flow In Identity. The System Must Support Export Csv. It Should Also Allow Upload Documents. Reporting Should Include Pending Queues And Turnaround Time.,"Hi team, Support team gets repeated complaints. Sent from mobile.",next quarter,medium
REQ-201049,2025-02-14T01:00:00,slack,analytics,ops lead,Please help - Please plan a first release for approval workflow. Primary need: assign approvers. Secondary need: export CSV. Nice to have: upload documents. Need visibility for daily trend charts. Sent from mobile.,URGENT: Needed for enterprise rollout next quarter. Thanks.,2 weeks,medium
REQ-201050,2025-02-14T02:00:00,crm_sync,payments,sales engineer,"Hi Team, We Need Bulk Upload For Payments. Users Should Be Able To Upload Documents, Comment On Review, And View Sla Metrics. Admins Want Approval Bottlenecks. Keep V1 Simple And Web-First. This Is Affecting Users.",URGENT: Leadership wants better visibility before scale-up.,1 month,low
REQ-201051,2025-02-14T03:00:00,crm_sync,identity,client stakeholder,FYI - Client asked for approval workflow in identity. The system must support retry failed jobs. It should also allow export CSV. Reporting should include failure reasons.,Leadership wants better visibility before scale-up.,TBD,low
REQ-201052,2025-02-14T04:00:00,notion,analytics,client stakeholder,FYI - Please plan a first release for bulk upload. Primary need: view SLA metrics. Secondary need: upload documents. Nice to have: search history. Need visibility for daily trend charts. This is affecting users.,Please help - Needed for enterprise rollout next quarter.,1 month,high
REQ-201053,2025-02-14T05:00:00,email,notifications,product manager,"FYI - We need approval workflow for notifications. Users should be able to view SLA metrics, comment on review, and retry failed jobs. Admins want daily trend charts. Keep v1 simple and web-first.",FYI - Needed for enterprise rollout next quarter. This is affecting users.,TBD,low
REQ-201054,2025-02-14T06:00:00,crm_sync,identity,engineering manager,Please help - Client asked for exception dashboard in identity. The system must support send alerts. It should also allow view SLA metrics. Reporting should include user-level activity report. Thanks.,Current manual process is slow and error-prone.,TBD,high
REQ-201055,2025-02-14T07:00:00,crm_sync,inventory,engineering manager,"FYI - We need approval workflow for inventory. Users should be able to view SLA metrics, comment on review, and search history. Admins want pending queues and turnaround time. Keep v1 simple and web-first.",Urgent: Current Manual Process Is Slow And Error-Prone. Thanks.,TBD,low
REQ-201056,2025-02-14T08:00:00,meeting_notes,document workflow,engineering manager,"Hi team, Please plan a first release for exception dashboard. Primary need: filter pending items. Secondary need: view SLA metrics. Nice to have: comment on review. Need visibility for pending queues and turnaround time.",Please Help - Needed For Enterprise Rollout Next Quarter. This Is Affecting Users.,TBD,high
REQ-201057,2025-02-14T09:00:00,meeting_notes,inventory,engineering manager,"Hi team, Client asked for renewal reminder flow in inventory. The system must support send alerts. It should also allow view SLA metrics. Reporting should include approval bottlenecks.",Please help - Leadership wants better visibility before scale-up. Sent from mobile.,2 weeks,medium
REQ-201058,2025-02-14T10:00:00,slack,inventory,engineering manager,"Urgent: We Need Audit Export For Inventory. Users Should Be Able To Export Csv, Search History, And Upload Documents. Admins Want User-Level Activity Report. Keep V1 Simple And Web-First. Sent From Mobile.",FYI - Leadership wants better visibility before scale-up. This is affecting users.,1 month,high
REQ-201059,2025-02-14T11:00:00,slack,notifications,engineering manager,Please help - Client asked for exception dashboard in notifications. The system must support search history. It should also allow assign approvers. Reporting should include approval bottlenecks. Thanks.,Please help - Needed for enterprise rollout next quarter. Thanks.,TBD,high
REQ-201060,2025-02-14T12:00:00,meeting_notes,analytics,sales engineer,"Hi team, Client asked for approval workflow in analytics. The system must support upload documents. It should also allow track status. Reporting should include pending queues and turnaround time. Sent from mobile.",FYI - Leadership wants better visibility before scale-up. Thanks.,1 month,medium
REQ-201061,2025-02-14T13:00:00,slack,payments,client stakeholder,FYI - Please plan a first release for bulk upload. Primary need: filter pending items. Secondary need: search history. Nice to have: export CSV. Need visibility for approval bottlenecks. Sent from mobile.,"Hi team, Needed for enterprise rollout next quarter. This is affecting users.",2 weeks,high
REQ-201062,2025-02-14T14:00:00,slack,analytics,client stakeholder,Urgent: Client Asked For Bulk Upload In Analytics. The System Must Support Track Status. It Should Also Allow Search History. Reporting Should Include Daily Trend Charts.,"Hi team, Needed for enterprise rollout next quarter. Sent from mobile.",TBD,low
REQ-201063,2025-02-14T15:00:00,email,analytics,product manager,FYI - Please plan a first release for audit export. Primary need: track status. Secondary need: search history. Nice to have: upload documents. Need visibility for pending queues and turnaround time.,URGENT: Support team gets repeated complaints. This is affecting users.,1 month,low
REQ-201064,2025-02-14T16:00:00,slack,document workflow,ops lead,"Hi team, Client asked for approval workflow in document workflow. The system must support comment on review. It should also allow retry failed jobs. Reporting should include daily trend charts.",URGENT: Current manual process is slow and error-prone. Sent from mobile.,2 weeks,medium
REQ-201065,2025-02-14T17:00:00,crm_sync,payments,product manager,Client asked for bulk upload in payments. The system must support track status. It should also allow export CSV. Reporting should include failure reasons. Sent from mobile.,Leadership Wants Better Visibility Before Scale-Up.,next quarter,low
REQ-201066,2025-02-14T18:00:00,meeting_notes,payments,client stakeholder,Please help - Client asked for renewal reminder flow in payments. The system must support filter pending items. It should also allow upload documents. Reporting should include user-level activity report. Sent from mobile.,FYI - Support team gets repeated complaints. This is affecting users.,1 month,medium
REQ-201067,2025-02-14T19:00:00,slack,notifications,engineering manager,"URGENT: We need renewal reminder flow for notifications. Users should be able to filter pending items, upload documents, and view SLA metrics. Admins want user-level activity report. Keep v1 simple and web-first.",FYI - Current manual process is slow and error-prone. This is affecting users.,1 month,medium
REQ-201068,2025-02-14T20:00:00,meeting_notes,inventory,product manager,URGENT: Client asked for exception dashboard in inventory. The system must support view SLA metrics. It should also allow retry failed jobs. Reporting should include approval bottlenecks.,Fyi - Current Manual Process Is Slow And Error-Prone. Thanks.,2 weeks,medium
REQ-201069,2025-02-14T21:00:00,crm_sync,notifications,engineering manager,Please help - Please plan a first release for exception dashboard. Primary need: send alerts. Secondary need: upload documents. Nice to have: view SLA metrics. Need visibility for daily trend charts. This is affecting users.,"Hi team, Current manual process is slow and error-prone. Thanks.",TBD,medium
REQ-201070,2025-02-14T22:00:00,meeting_notes,notifications,ops lead,Please help - Client asked for self-service onboarding in notifications. The system must support search history. It should also allow upload documents. Reporting should include failure reasons. This is affecting users.,Urgent: Current Manual Process Is Slow And Error-Prone.,TBD,low
REQ-201071,2025-02-14T23:00:00,crm_sync,document workflow,sales engineer,"Hi team, Client asked for approval workflow in document workflow. The system must support view SLA metrics. It should also allow comment on review. Reporting should include daily trend charts. Thanks.",Current manual process is slow and error-prone. Thanks.,next quarter,medium
REQ-201072,2025-02-15T00:00:00,notion,payments,engineering manager,"FYI - We need approval workflow for payments. Users should be able to search history, retry failed jobs, and track status. Admins want user-level activity report. Keep v1 simple and web-first.","Hi team, Support team gets repeated complaints. This is affecting users.",TBD,high
REQ-201073,2025-02-15T01:00:00,notion,notifications,product manager,"Please Help - We Need Approval Workflow For Notifications. Users Should Be Able To Assign Approvers, Send Alerts, And Search History. Admins Want User-Level Activity Report. Keep V1 Simple And Web-First.",Current manual process is slow and error-prone. Thanks.,next quarter,medium
REQ-201074,2025-02-15T02:00:00,slack,analytics,client stakeholder,Please Plan A First Release For Exception Dashboard. Primary Need: Retry Failed Jobs. Secondary Need: Search History. Nice To Have: Filter Pending Items. Need Visibility For Pending Queues And Turnaround Time. Thanks.,Needed for enterprise rollout next quarter. Thanks.,2 weeks,low
REQ-201075,2025-02-15T03:00:00,email,inventory,engineering manager,Client asked for exception dashboard in inventory. The system must support search history. It should also allow comment on review. Reporting should include failure reasons. This is affecting users.,Support team gets repeated complaints. Sent from mobile.,1 month,medium
REQ-201076,2025-02-15T04:00:00,notion,analytics,engineering manager,"Hi team, We need self-service onboarding for analytics. Users should be able to assign approvers, search history, and send alerts. Admins want failure reasons. Keep v1 simple and web-first.",URGENT: Needed for enterprise rollout next quarter. Sent from mobile.,1 month,medium
REQ-201077,2025-02-15T05:00:00,crm_sync,identity,sales engineer,"FYI - We need audit export for identity. Users should be able to comment on review, view SLA metrics, and filter pending items. Admins want daily trend charts. Keep v1 simple and web-first. Sent from mobile.",FYI - Needed for enterprise rollout next quarter. This is affecting users.,1 month,high
REQ-201078,2025-02-15T06:00:00,crm_sync,notifications,product manager,Client asked for self-service onboarding in notifications. The system must support view SLA metrics. It should also allow assign approvers. Reporting should include daily trend charts. Sent from mobile.,FYI - Support team gets repeated complaints. This is affecting users.,TBD,medium
REQ-201079,2025-02-15T07:00:00,slack,inventory,sales engineer,"Hi team, We need approval workflow for inventory. Users should be able to filter pending items, send alerts, and retry failed jobs. Admins want pending queues and turnaround time. Keep v1 simple and web-first.",Please help - Support team gets repeated complaints. This is affecting users.,TBD,low
REQ-201080,2025-02-15T08:00:00,email,analytics,product manager,"Hi team, We need self-service onboarding for analytics. Users should be able to filter pending items, upload documents, and assign approvers. Admins want pending queues and turnaround time. Keep v1 simple and web-first. Sent from mobile.",Fyi - Support Team Gets Repeated Complaints. Sent From Mobile.,2 weeks,medium
REQ-201081,2025-02-15T09:00:00,crm_sync,payments,product manager,"URGENT: We need exception dashboard for payments. Users should be able to retry failed jobs, upload documents, and export CSV. Admins want pending queues and turnaround time. Keep v1 simple and web-first. Thanks.",FYI - Leadership wants better visibility before scale-up. Thanks.,1 month,medium
REQ-201082,2025-02-15T10:00:00,crm_sync,notifications,engineering manager,URGENT: Client asked for exception dashboard in notifications. The system must support export CSV. It should also allow assign approvers. Reporting should include approval bottlenecks. Thanks.,"Hi team, Support team gets repeated complaints. This is affecting users.",TBD,medium
REQ-201083,2025-02-15T11:00:00,email,document workflow,ops lead,URGENT: Please plan a first release for renewal reminder flow. Primary need: comment on review. Secondary need: filter pending items. Nice to have: view SLA metrics. Need visibility for daily trend charts. This is affecting users.,FYI - Needed for enterprise rollout next quarter. Sent from mobile.,TBD,medium
REQ-201084,2025-02-15T12:00:00,meeting_notes,inventory,engineering manager,"Please help - We need renewal reminder flow for inventory. Users should be able to send alerts, retry failed jobs, and search history. Admins want approval bottlenecks. Keep v1 simple and web-first.",Please help - Current manual process is slow and error-prone. This is affecting users.,next quarter,low
REQ-201085,2025-02-15T13:00:00,email,payments,sales engineer,"Please Help - We Need Audit Export For Payments. Users Should Be Able To Filter Pending Items, Track Status, And Retry Failed Jobs. Admins Want Daily Trend Charts. Keep V1 Simple And Web-First. Sent From Mobile.",FYI - Support team gets repeated complaints.,next quarter,medium
REQ-201086,2025-02-15T14:00:00,slack,document workflow,product manager,Please plan a first release for self-service onboarding. Primary need: view SLA metrics. Secondary need: export CSV. Nice to have: retry failed jobs. Need visibility for failure reasons. This is affecting users.,Support team gets repeated complaints.,next quarter,high
REQ-201087,2025-02-15T15:00:00,notion,analytics,engineering manager,"Hi team, Client asked for self-service onboarding in analytics. The system must support search history. It should also allow comment on review. Reporting should include failure reasons. Thanks.",Support team gets repeated complaints.,next quarter,low
REQ-201088,2025-02-15T16:00:00,slack,payments,client stakeholder,Please plan a first release for renewal reminder flow. Primary need: send alerts. Secondary need: view SLA metrics. Nice to have: upload documents. Need visibility for user-level activity report. This is affecting users.,Leadership wants better visibility before scale-up. Sent from mobile.,TBD,medium
REQ-201089,2025-02-15T17:00:00,email,inventory,engineering manager,FYI - Please plan a first release for approval workflow. Primary need: send alerts. Secondary need: search history. Nice to have: assign approvers. Need visibility for approval bottlenecks.,FYI - Current manual process is slow and error-prone. Thanks.,TBD,low
REQ-201090,2025-02-15T18:00:00,email,document workflow,engineering manager,FYI - Client asked for exception dashboard in document workflow. The system must support comment on review. It should also allow track status. Reporting should include failure reasons.,Leadership wants better visibility before scale-up. This is affecting users.,2 weeks,medium
REQ-201091,2025-02-15T19:00:00,email,identity,sales engineer,Fyi - Please Plan A First Release For Renewal Reminder Flow. Primary Need: Comment On Review. Secondary Need: View Sla Metrics. Nice To Have: Export Csv. Need Visibility For Daily Trend Charts. This Is Affecting Users.,Leadership wants better visibility before scale-up. Sent from mobile.,2 weeks,medium
REQ-201092,2025-02-15T20:00:00,crm_sync,identity,sales engineer,URGENT: Please plan a first release for bulk upload. Primary need: retry failed jobs. Secondary need: send alerts. Nice to have: upload documents. Need visibility for failure reasons. Sent from mobile.,URGENT: Current manual process is slow and error-prone. Thanks.,TBD,medium
REQ-201093,2025-02-15T21:00:00,email,analytics,product manager,FYI - Please plan a first release for bulk upload. Primary need: search history. Secondary need: retry failed jobs. Nice to have: assign approvers. Need visibility for daily trend charts. Sent from mobile.,URGENT: Leadership wants better visibility before scale-up. This is affecting users.,1 month,medium
REQ-201094,2025-02-15T22:00:00,slack,analytics,sales engineer,Client asked for self-service onboarding in analytics. The system must support assign approvers. It should also allow track status. Reporting should include failure reasons. This is affecting users.,URGENT: Current manual process is slow and error-prone. Sent from mobile.,2 weeks,medium
REQ-201095,2025-02-15T23:00:00,meeting_notes,document workflow,client stakeholder,Please plan a first release for self-service onboarding. Primary need: export CSV. Secondary need: filter pending items. Nice to have: upload documents. Need visibility for user-level activity report. This is affecting users.,Please Help - Current Manual Process Is Slow And Error-Prone.,2 weeks,high
REQ-201096,2025-02-16T00:00:00,email,identity,ops lead,Please help - Please plan a first release for approval workflow. Primary need: track status. Secondary need: send alerts. Nice to have: export CSV. Need visibility for pending queues and turnaround time.,FYI - Support team gets repeated complaints. This is affecting users.,2 weeks,high
REQ-201097,2025-02-16T01:00:00,crm_sync,identity,product manager,Client asked for approval workflow in identity. The system must support send alerts. It should also allow search history. Reporting should include approval bottlenecks. Thanks.,Needed For Enterprise Rollout Next Quarter. Sent From Mobile.,TBD,low
REQ-201098,2025-02-16T02:00:00,email,inventory,product manager,Please help - Please plan a first release for exception dashboard. Primary need: track status. Secondary need: export CSV. Nice to have: retry failed jobs. Need visibility for failure reasons. Sent from mobile.,"Hi team, Support team gets repeated complaints.",2 weeks,low
REQ-201099,2025-02-16T03:00:00,notion,notifications,sales engineer,Please help - Client asked for exception dashboard in notifications. The system must support retry failed jobs. It should also allow filter pending items. Reporting should include pending queues and turnaround time. Sent from mobile.,Please Help - Support Team Gets Repeated Complaints. Thanks.,1 month,low
REQ-201100,2025-02-16T04:00:00,notion,document workflow,sales engineer,"FYI - We need bulk upload for document workflow. Users should be able to filter pending items, track status, and export CSV. Admins want failure reasons. Keep v1 simple and web-first. Sent from mobile.",FYI - Support team gets repeated complaints. This is affecting users.,next quarter,low
REQ-201101,2025-02-16T05:00:00,email,inventory,sales engineer,"Fyi - We Need Audit Export For Inventory. Users Should Be Able To View Sla Metrics, Filter Pending Items, And Send Alerts. Admins Want User-Level Activity Report. Keep V1 Simple And Web-First.","Hi team, Leadership wants better visibility before scale-up. Thanks.",1 month,medium
REQ-201102,2025-02-16T06:00:00,meeting_notes,analytics,engineering manager,FYI - Please plan a first release for self-service onboarding. Primary need: comment on review. Secondary need: upload documents. Nice to have: filter pending items. Need visibility for user-level activity report. Thanks.,URGENT: Support team gets repeated complaints. This is affecting users.,1 month,low
REQ-201103,2025-02-16T07:00:00,slack,identity,engineering manager,FYI - Client asked for bulk upload in identity. The system must support upload documents. It should also allow track status. Reporting should include user-level activity report. This is affecting users.,Support team gets repeated complaints. Thanks.,next quarter,high
REQ-201104,2025-02-16T08:00:00,meeting_notes,payments,sales engineer,"Please help - We need bulk upload for payments. Users should be able to send alerts, comment on review, and filter pending items. Admins want approval bottlenecks. Keep v1 simple and web-first. Thanks.",URGENT: Current manual process is slow and error-prone. Thanks.,1 month,high
REQ-201105,2025-02-16T09:00:00,slack,inventory,sales engineer,Please help - Please plan a first release for bulk upload. Primary need: assign approvers. Secondary need: track status. Nice to have: send alerts. Need visibility for user-level activity report. This is affecting users.,Please help - Needed for enterprise rollout next quarter. Thanks.,2 weeks,medium
REQ-201106,2025-02-16T10:00:00,meeting_notes,inventory,sales engineer,URGENT: Client asked for renewal reminder flow in inventory. The system must support filter pending items. It should also allow view SLA metrics. Reporting should include approval bottlenecks.,FYI - Current manual process is slow and error-prone. Sent from mobile.,TBD,medium
REQ-201107,2025-02-16T11:00:00,crm_sync,payments,engineering manager,"Hi Team, We Need Audit Export For Payments. Users Should Be Able To Comment On Review, Upload Documents, And Export Csv. Admins Want User-Level Activity Report. Keep V1 Simple And Web-First. Sent From Mobile.",Fyi - Support Team Gets Repeated Complaints. Thanks.,1 month,medium
REQ-201108,2025-02-16T12:00:00,email,notifications,product manager,URGENT: Client asked for renewal reminder flow in notifications. The system must support track status. It should also allow export CSV. Reporting should include pending queues and turnaround time. Thanks.,Leadership wants better visibility before scale-up. Thanks.,next quarter,medium
REQ-201109,2025-02-16T13:00:00,email,inventory,client stakeholder,"Please Help - We Need Self-Service Onboarding For Inventory. Users Should Be Able To Export Csv, Retry Failed Jobs, And View Sla Metrics. Admins Want Failure Reasons. Keep V1 Simple And Web-First. Sent From Mobile.","Hi team, Support team gets repeated complaints. Thanks.",2 weeks,medium
REQ-201110,2025-02-16T14:00:00,meeting_notes,payments,engineering manager,Please help - Client asked for renewal reminder flow in payments. The system must support send alerts. It should also allow export CSV. Reporting should include user-level activity report. This is affecting users.,URGENT: Current manual process is slow and error-prone. Sent from mobile.,2 weeks,medium
REQ-201111,2025-02-16T15:00:00,slack,analytics,product manager,"Hi team, Please plan a first release for exception dashboard. Primary need: search history. Secondary need: view SLA metrics. Nice to have: assign approvers. Need visibility for approval bottlenecks.",Leadership wants better visibility before scale-up. Sent from mobile.,1 month,high
REQ-201112,2025-02-16T16:00:00,crm_sync,document workflow,client stakeholder,Please plan a first release for exception dashboard. Primary need: upload documents. Secondary need: export CSV. Nice to have: send alerts. Need visibility for daily trend charts. Sent from mobile.,Leadership wants better visibility before scale-up. This is affecting users.,next quarter,medium
REQ-201113,2025-02-16T17:00:00,notion,document workflow,engineering manager,FYI - Please plan a first release for approval workflow. Primary need: send alerts. Secondary need: export CSV. Nice to have: view SLA metrics. Need visibility for pending queues and turnaround time. This is affecting users.,"Hi team, Leadership wants better visibility before scale-up. This is affecting users.",TBD,high
REQ-201114,2025-02-16T18:00:00,crm_sync,payments,sales engineer,FYI - Please plan a first release for approval workflow. Primary need: send alerts. Secondary need: filter pending items. Nice to have: assign approvers. Need visibility for approval bottlenecks.,Leadership wants better visibility before scale-up.,TBD,low
REQ-201115,2025-02-16T19:00:00,slack,identity,sales engineer,"We need exception dashboard for identity. Users should be able to assign approvers, send alerts, and export CSV. Admins want daily trend charts. Keep v1 simple and web-first. This is affecting users.",URGENT: Support team gets repeated complaints. This is affecting users.,1 month,low
REQ-201116,2025-02-16T20:00:00,crm_sync,payments,client stakeholder,Client asked for bulk upload in payments. The system must support export CSV. It should also allow comment on review. Reporting should include daily trend charts.,"Hi Team, Support Team Gets Repeated Complaints. This Is Affecting Users.",TBD,medium
REQ-201117,2025-02-16T21:00:00,email,analytics,sales engineer,"We need exception dashboard for analytics. Users should be able to retry failed jobs, search history, and assign approvers. Admins want approval bottlenecks. Keep v1 simple and web-first.",Urgent: Leadership Wants Better Visibility Before Scale-Up. Sent From Mobile.,1 month,low
REQ-201118,2025-02-16T22:00:00,email,payments,client stakeholder,Client Asked For Approval Workflow In Payments. The System Must Support Export Csv. It Should Also Allow Filter Pending Items. Reporting Should Include Failure Reasons. Thanks.,Please help - Needed for enterprise rollout next quarter.,next quarter,medium
REQ-201119,2025-02-16T23:00:00,crm_sync,payments,product manager,Please plan a first release for renewal reminder flow. Primary need: assign approvers. Secondary need: comment on review. Nice to have: filter pending items. Need visibility for approval bottlenecks. This is affecting users.,"Hi Team, Leadership Wants Better Visibility Before Scale-Up.",next quarter,medium
REQ-201120,2025-02-17T00:00:00,notion,payments,client stakeholder,"We need self-service onboarding for payments. Users should be able to export CSV, track status, and retry failed jobs. Admins want approval bottlenecks. Keep v1 simple and web-first.",Please Help - Needed For Enterprise Rollout Next Quarter. Thanks.,TBD,medium
REQ-201121,2025-02-17T01:00:00,email,payments,client stakeholder,"We need bulk upload for payments. Users should be able to retry failed jobs, upload documents, and track status. Admins want failure reasons. Keep v1 simple and web-first.",Urgent: Needed For Enterprise Rollout Next Quarter. Sent From Mobile.,1 month,medium
REQ-201122,2025-02-17T02:00:00,notion,analytics,ops lead,"We need approval workflow for analytics. Users should be able to comment on review, assign approvers, and view SLA metrics. Admins want pending queues and turnaround time. Keep v1 simple and web-first.",URGENT: Current manual process is slow and error-prone. Thanks.,2 weeks,low
REQ-201123,2025-02-17T03:00:00,email,notifications,ops lead,Fyi - Client Asked For Self-Service Onboarding In Notifications. The System Must Support Assign Approvers. It Should Also Allow Export Csv. Reporting Should Include Pending Queues And Turnaround Time. This Is Affecting Users.,Current manual process is slow and error-prone. This is affecting users.,next quarter,low
REQ-201124,2025-02-17T04:00:00,email,payments,sales engineer,"Hi team, Client asked for bulk upload in payments. The system must support assign approvers. It should also allow upload documents. Reporting should include daily trend charts. This is affecting users.","Hi team, Needed for enterprise rollout next quarter. This is affecting users.",TBD,high
REQ-201125,2025-02-17T05:00:00,crm_sync,payments,ops lead,Please help - Client asked for bulk upload in payments. The system must support view SLA metrics. It should also allow upload documents. Reporting should include daily trend charts. This is affecting users.,Fyi - Support Team Gets Repeated Complaints.,next quarter,low
REQ-201126,2025-02-17T06:00:00,notion,payments,engineering manager,"FYI - We need self-service onboarding for payments. Users should be able to export CSV, comment on review, and filter pending items. Admins want pending queues and turnaround time. Keep v1 simple and web-first. Thanks.",Support team gets repeated complaints.,next quarter,high
